% Si Density=1., Angle=90.deg
% Photon Energy (eV), Atten Length (microns)
8006.00	162.566
8007.00	162.625
8008.00	162.685
8009.00	162.744
8010.00	162.803
8011.00	162.862
8012.00	162.922
8013.00	162.980
8014.00	163.040
8015.00	163.099
8016.00	163.158
8017.00	163.218
8018.00	163.277
8019.00	163.336
8020.00	163.396
8021.00	163.455
8022.00	163.514
8023.00	163.574
8024.00	163.633
8025.00	163.692
8026.00	163.752
8027.00	163.811
8028.00	163.871
8029.00	163.930
8030.00	163.990
8031.00	164.049
8032.00	164.109
8033.00	164.168
8034.00	164.228
8035.00	164.287
8036.00	164.347
8037.00	164.406
8038.00	164.466
8039.00	164.525
8040.00	164.585
8041.00	164.644
8042.00	164.704
8043.00	164.764
8044.00	164.823
8045.00	164.883
8046.00	164.943
8047.00	165.002
8048.00	165.062
8049.00	165.122
8050.00	165.182
8051.00	165.241
8052.00	165.301
8053.00	165.361
8054.00	165.421
8055.00	165.481
8056.00	165.540
8057.00	165.601
8058.00	165.660
8059.00	165.720
8060.00	165.780
8061.00	165.840
8062.00	165.900
8063.00	165.960
8064.00	166.020
8065.00	166.080
8066.00	166.140
8067.00	166.200
8068.00	166.260
8069.00	166.320
8070.00	166.380
8071.00	166.440
8072.00	166.500
8073.00	166.561
8074.00	166.621
8075.00	166.681
8076.00	166.741
8077.00	166.801
8078.00	166.861
8079.00	166.922
8080.00	166.982
8081.00	167.042
8082.00	167.102
8083.00	167.162
8084.00	167.223
8085.00	167.283
8086.00	167.343
8087.00	167.404
8088.00	167.464
8089.00	167.524
8090.00	167.585
8091.00	167.645
8092.00	167.705
8093.00	167.766
8094.00	167.826
8095.00	167.886
8096.00	167.947
8097.00	168.007
8098.00	168.068
8099.00	168.128
8100.00	168.189
8101.00	168.249
8102.00	168.310
8103.00	168.370
8104.00	168.431
8105.00	168.491
8106.00	168.552
8107.00	168.613
8108.00	168.673
8109.00	168.734
8110.00	168.795
8111.00	168.855
8112.00	168.916
8113.00	168.976
8114.00	169.037
8115.00	169.098
8116.00	169.159
8117.00	169.219
8118.00	169.280
8119.00	169.341
8120.00	169.402
8121.00	169.462
8122.00	169.523
8123.00	169.584
8124.00	169.645
8125.00	169.706
8126.00	169.767
8127.00	169.827
8128.00	169.888
8129.00	169.949
8130.00	170.010
8131.00	170.071
8132.00	170.132
8133.00	170.193
8134.00	170.254
8135.00	170.315
8136.00	170.376
8137.00	170.437
8138.00	170.498
8139.00	170.559
8140.00	170.620
8141.00	170.681
8142.00	170.742
8143.00	170.804
8144.00	170.864
8145.00	170.926
8146.00	170.987
8147.00	171.048
8148.00	171.109
8149.00	171.170
8150.00	171.232
8151.00	171.293
8152.00	171.354
8153.00	171.415
8154.00	171.477
8155.00	171.538
8156.00	171.599
8157.00	171.661
8158.00	171.722
8159.00	171.783
8160.00	171.844
8161.00	171.906
8162.00	171.967
8163.00	172.029
8164.00	172.090
8165.00	172.152
8166.00	172.213
8167.00	172.274
8168.00	172.336
8169.00	172.397
8170.00	172.459
8171.00	172.520
8172.00	172.582
8173.00	172.643
8174.00	172.705
8175.00	172.766
8176.00	172.828
8177.00	172.890
8178.00	172.951
8179.00	173.013
8180.00	173.074
8181.00	173.136
8182.00	173.198
8183.00	173.260
8184.00	173.321
8185.00	173.383
8186.00	173.445
8187.00	173.506
8188.00	173.568
8189.00	173.630
8190.00	173.692
8191.00	173.754
8192.00	173.816
8193.00	173.877
8194.00	173.939
8195.00	174.001
8196.00	174.063
8197.00	174.125
8198.00	174.187
8199.00	174.249
8200.00	174.311
